entity,crop,relation
玉米异跗萤叶甲,谷子,危害
玉米异跗萤叶甲,薄荷,危害
玉米异跗萤叶甲,紫苏,危害
柳蓝叶甲,玉米,危害
柳蓝叶甲,大豆,危害
柳蓝叶甲,棉花,危害
柳蓝叶甲,柳树,危害
玉米铁甲,玉米,危害
玉米铁甲,甘蔗,危害
玉米铁甲,高粱,危害
玉米铁甲,谷子),危害
玉米铁甲,小麦,危害
玉米铁甲,水稻,危害
玉米蚜,玉米,危害
玉米蚜,高粱,危害
玉米蚜,小麦,危害
玉米蚜,大麦,危害
玉米蚜,水稻,危害
玉米蚜,马唐,危害
玉米蚜,狗尾草,危害
玉米蚜,牛筋草,危害
玉米蚜,稗草,危害
玉米蚜,雀稗,危害
黍蚜,榆叶梅,危害
黍蚜,稠李,危害
黍蚜,玉米,危害
黍蚜,高粱,危害
黍蚜,麦类,危害
黍蚜,水稻,危害
黍蚜,狗牙根,危害
玉米黄呆蓟马,玉米,危害
玉米黄呆蓟马,麦类,危害
玉米黄呆蓟马,谷子,危害
玉米黄呆蓟马,高粱,危害
玉米黄呆蓟马,水稻,危害
禾蓟马,水稻,危害
禾蓟马,玉米,危害
禾蓟马,麦类,危害
禾蓟马,高粱,危害
禾蓟马,糜子,危害
禾蓟马,空心菜,危害
禾蓟马,茄子,危害
禾蓟马,茄瓜,危害
禾蓟马,是水,危害
粟缘蝽,高粱,危害
粟缘蝽,玉米,危害
粟缘蝽,水稻,危害
粟缘蝽,烟草,危害
粟缘蝽,大麻,危害
高粱大斑病,高粱,危害
高粱豹纹病,高粱,危害
高粱炭疽病,高粱,危害
高粱丝黑穗病,高粱,危害
高粱散黑穗病,高粱,危害
高粱黑束病,高粱,危害
高粱黑束病,玉米,危害
高粱黑束病,大豆,危害
高粱黑束病,小麦,危害
高粱黑束病,燕麦,危害
高粱黑束病,棉花,危害
条螟,高粱,危害
条螟,甘蔗,危害
粟穗螟,高粱,危害
粟穗螟,玉米,危害
桃蛀野螟,苹果,危害
桃蛀野螟,无花果,危害
桃蛀野螟,樱桃,危害
桃蛀野螟,葡萄,危害
桃蛀野螟,石榴,危害
桃蛀野螟,核桃,危害
桃蛀野螟,板栗,危害
桃蛀野螟,柑橘,危害
桃蛀野螟,荔枝,危害
桃蛀野螟,龙眼,危害
桃蛀野螟,枇杷,危害
桃蛀野螟,芒果,危害
桃蛀野螟,菠萝,危害
桃蛀野螟,臭椿,危害
桃蛀野螟,蓖麻,危害
桃蛀野螟,向日葵,危害
桃蛀野螟,棉花,危害
桃蛀野螟,高粱,危害
桃蛀野螟,玉米,危害
桃蛀野螟,大豆,危害
亚洲玉米螟,番茄,危害
高粱舟蛾,高粱,危害
高粱舟蛾,玉米,危害
高粱舟蛾,甘蔗,危害
粟凹胫跳甲,糜子,危害
粟凹胫跳甲,小麦,危害
粟凹胫跳甲,高粱,危害
粟凹胫跳甲,水稻,危害
粟负泥甲,粟,危害
粟负泥甲,麦,危害
粟负泥甲,稻,危害
高粱芒蝇,高粱,危害
高粱芒蝇,马唐,危害
高粱芒蝇,拟高粱,危害
高粱根蚜,榆树,危害
高粱根蚜,高粱,危害
高粱根蚜,玉米,危害
高粱根蚜,甘蔗,危害
高粱根蚜,麦类,危害
高粱根蚜,谷子,危害
高粱根蚜,糜子,危害
高粱长蝽象,高粱,危害
高粱长蝽象,小麦,危害
高粱长蝽象,水稻,危害
高粱长蝽象,芦苇,危害
条沙叶蝉,小麦,危害
条沙叶蝉,大麦,危害
条沙叶蝉,黑麦,危害
条沙叶蝉,青稞,危害
条沙叶蝉,燕麦,危害
条沙叶蝉,莜麦,危害
条沙叶蝉,糜子,危害
条沙叶蝉,谷子,危害
条沙叶蝉,高粱,危害
条沙叶蝉,玉米,危害
条沙叶蝉,水稻,危害
谷类大蚊,玉米,危害
谷类大蚊,高粱,危害
谷类大蚊,小麦,危害
谷类大蚊,花生,危害
谷类大蚊,蔬菜,危害
东亚飞蝗,麦类,危害
东亚飞蝗,高粱,危害
东亚飞蝗,玉米,危害
东亚飞蝗,大豆,危害
粟黑鞘病,小麦,危害
粟黑鞘病,大麦,危害
粟黑鞘病,黑麦,危害
粟粒黑穗病,狗尾草,危害
粟假黑斑病,谷子,危害
粟条点病,谷子,危害
甘薯茎螟,甘薯,危害
甘薯黑斑病,甘薯,危害
甘薯软腐病,甘薯,危害
甘薯根腐病,甘薯,危害
甘薯蚁象甲,甘薯,危害
甘薯蚁象甲,砂藤,危害
甘薯蚁象甲,登瓜薯,危害
甘薯蚁象甲,蕹菜,危害
甘薯蚁象甲,月光花,危害
甘薯蚁象甲,牵牛花,危害
甘薯蚁象甲,小旋花,危害
甘薯蚁象甲,三裂叶藤,危害
甘薯蜡龟甲,甘薯,危害
笨蝗,毛条,危害
笨蝗,杂草,危害
笨蝗,麦类,危害
笨蝗,谷子,危害
笨蝗,玉米,危害
笨蝗,高粱,危害
笨蝗,甘薯,危害
笨蝗,马铃薯,危害
笨蝗,芋头,危害
甘薯绮夜蛾,甘薯,危害
甘薯绮夜蛾,田旋花,危害
甘薯绮夜蛾,花生,危害
甘薯绮夜蛾,大豆,危害
马铃薯早疫病,马铃薯,危害
马铃薯晚疫病,马铃薯,危害
马铃薯干腐病,马铃薯,危害
马铃薯白绢病,马铃薯,危害
马铃薯黑胫病,茄科,危害
马铃薯黑胫病,葫芦科,危害
马铃薯黑胫病,豆科,危害
马铃薯黑胫病,藜科,危害
马铃薯青枯病,马铃薯,危害
马铃薯粉痂病,马铃薯,危害
马铃薯茎基腐病,马铃薯,危害
马铃薯小叶病,马铃薯,危害
马铃薯根腐线虫病,马铃薯,危害
马铃薯二十八星瓢虫,马铃薯,危害
马铃薯二十八星瓢虫,茄子,危害
马铃薯二十八星瓢虫,青椒,危害
马铃薯二十八星瓢虫,豆类,危害
马铃薯二十八星瓢虫,瓜类,危害
马铃薯二十八星瓢虫,玉米,危害
马铃薯二十八星瓢虫,白菜,危害
棉花枯萎病,棉花,危害
棉花疫病,棉花,危害
棉花角斑病,棉花,危害
小麦管蓟马,小麦,危害
小麦管蓟马,大麦,危害
小麦管蓟马,黑麦,危害
小麦管蓟马,燕麦,危害
小麦管蓟马,向日葵,危害
小麦管蓟马,蒲公英,危害
小麦管蓟马,狗尾草,危害
西北麦蝽,麦类,危害
西北麦蝽,水稻,危害
麦根蝽,小麦,危害
麦根蝽,玉米,危害
麦根蝽,谷子,危害
麦根蝽,高粱,危害
麦圆蜘蛛,小麦,危害
麦圆蜘蛛,大麦,危害
麦圆蜘蛛,豌豆,危害
麦圆蜘蛛,蚕豆,危害
麦圆蜘蛛,油菜,危害
麦圆蜘蛛,紫云英,危害
麦长腿蜘蛛,小麦,危害
麦长腿蜘蛛,大麦,危害
麦长腿蜘蛛,棉花,危害
麦长腿蜘蛛,大豆,危害
黏虫,禾本,危害
黏虫,麦类,危害
黏虫,水稻,危害
黏虫,甘蔗,危害
黏虫,玉米,危害
黏虫,高粱,危害
黏虫,芦苇,危害
黏虫,谷莠子,危害
黏虫,稗草,危害
黏虫,碱草,危害
黏虫,茅草,危害
黏虫,豆类,危害
黏虫,白菜,危害
黏虫,甜菜,危害
黏虫,青麻,危害
黏虫,棉花,危害
秀夜蛾,小麦,危害
秀夜蛾,大麦,危害
秀夜蛾,玉米,危害
麦穗夜蛾,草马,危害
小麦吸浆虫,大麦,危害
小麦吸浆虫,青稞,危害
小麦吸浆虫,燕麦,危害
小麦吸浆虫,黑麦,危害
小麦吸浆虫,雀麦,危害
麦秆蝇,小麦,危害
麦秆蝇,大麦,危害
麦秆蝇,青稞,危害
麦秆蝇,燕麦,危害
麦秆蝇,碱草,危害
麦秆蝇,白茅草,危害
黑麦秆蝇,小麦,危害
黑麦秆蝇,大麦,危害
黑麦秆蝇,黑麦,危害
黑麦秆蝇,燕麦,危害
黑麦秆蝇,玉米,危害
麦黑斑潜叶蝇,小麦,危害
麦黑斑潜叶蝇,燕麦,危害
麦黑斑潜叶蝇,大麦,危害
麦茎谷蛾,小麦,危害
麦茎谷蛾,大麦,危害
麦叶蜂,小麦,危害
麦叶蜂,大麦,危害
麦叶蜂,禾本,危害
绿翅脊萤叶甲,麦类,危害
大麦坚黑穗病,大麦,危害
麦二叉蚜,小麦,危害
麦二叉蚜,大麦,危害
麦二叉蚜,燕麦,危害
麦二叉蚜,高粱,危害
麦二叉蚜,水稻,危害
麦二叉蚜,狗尾草,危害
麦二叉蚜,莎草,危害
麦双尾蚜,小麦,危害
麦双尾蚜,大麦,危害
麦双尾蚜,黑麦,危害
麦双尾蚜,燕麦,危害
麦双尾蚜,乌麦,危害
麦双尾蚜,雀麦,危害
麦双尾蚜,水稻,危害
黍蚜,榆叶,危害
黍蚜,稠,危害
麦茎蜂,小麦,危害
麦茎蜂,大麦,危害
十四点负泥虫,小麦,危害
十四点负泥虫,石刁柏,危害
十四点负泥虫,文竹,危害
玉米小斑病,玉米,危害
玉米弯孢霉叶斑病,玉米,危害
玉米锈病,玉米,危害
玉米褐斑病,玉米,危害
玉米轮纹斑病,玉米,危害
玉米干腐病,玉米,危害
绿盲蝽,桑树,危害
绿盲蝽,茶树,危害
绿盲蝽,棉花,危害
绿盲蝽,豆类,危害
绿盲蝽,麻类,危害
绿盲蝽,棉桑,危害
绿盲蝽,桑麻,危害
黄麻立枯病,黄麻,危害
黄麻枯腐病,黄麻,危害
古毒蛾,落叶松,危害
古毒蛾,云杉,危害
银锭夜蛾,大豆,危害
银锭夜蛾,胡萝卜,危害
银锭夜蛾,牛蒡,危害
银锭夜蛾,菊花,危害
向日葵根茎腐病,向日葵,危害
向日葵根茎腐病,芝麻,危害
向日葵根茎腐病,大豆,危害
向日葵根茎腐病,花生,危害
向日葵根茎腐病,菜豆,危害
向日葵根茎腐病,更豆,危害
向日葵根茎腐病,烟草,危害
向日葵根茎腐病,甘薯,危害
蛞蝓,蘑菇,危害
蛞蝓,平菇,危害
蛞蝓,香菇,危害
蛞蝓,草菇,危害
蛞蝓,木耳,危害
蛞蝓,银耳,危害
魔芋软腐病,十字花科,危害
魔芋软腐病,蔬菜,危害
魔芋软腐病,茄科,危害
魔芋软腐病,百合科,危害
魔芋软腐病,伞形花科,危害
魔芋软腐病,菊科蔬菜,危害
姜枯萎病,生姜,危害
蛴螬,为害,危害
蛴螬,生,危害
蛴螬,花生,危害
蛴螬,大豆,危害
蛴螬,玉米,危害
蛴螬,高粱,危害
蛴螬,小麦,危害
蛴螬,草莓,危害
蛴螬,蔬菜,危害
蛴螬,果树,危害
葱软腐病,洋葱,危害
葱斑潜蝇,百合,危害
葱斑潜蝇,葱属,危害
葱斑潜蝇,韭菜,危害
葱斑潜蝇,大蒜,危害
葱斑潜蝇,洋葱,危害
葱斑潜蝇,大葱,危害
葱黄寡毛跳甲,大葱,危害
葱黄寡毛跳甲,洋葱,危害
葱黄寡毛跳甲,韭菜,危害
葱黄寡毛跳甲,大蒜,危害
韭菜迟眼蕈蚊,大蒜,危害
韭菜迟眼蕈蚊,洋葱,危害
韭菜迟眼蕈蚊,瓜类,危害
韭菜迟眼蕈蚊,莴苣,危害
韭菜迟眼蕈蚊,百合科,危害
韭菜迟眼蕈蚊,菊科,危害
韭菜迟眼蕈蚊,藜科,危害
韭菜迟眼蕈蚊,十字花科,危害
韭菜迟眼蕈蚊,葫芦科,危害
韭菜迟眼蕈蚊,伞形科,危害
大白菜霜霉病,大白菜,危害
大白菜白斑病,白菜,危害
大白菜炭疽病,大白菜,危害
大白菜褐腐病,大白菜,危害
大白菜黑斑病,大白菜,危害
青花菜黑胫病,青花菜,危害
青花菜黑斑病,青花菜,危害
青花菜霜霉病,青花菜,危害
青花菜软腐病,青花菜,危害
玉米矮花叶病,玉米,危害
玉米赤霉病,玉米,危害
白脉粘虫,水稻,危害
白脉粘虫,甘蔗,危害
白脉粘虫,麦类,危害
白脉粘虫,玉米,危害
白脉粘虫,高粱,危害
水稻东格鲁病毒病,水稻,危害
水稻东格鲁病毒病,小麦,危害
水稻东格鲁病毒病,高粱,危害
稻螟蛉,水稻,危害
稻螟蛉,高粱,危害
稻螟蛉,玉米,危害
稻螟蛉,甘蔗,危害
稻螟蛉,茭白,危害
稻螟蛉,稗草,危害
稻螟蛉,看麦娘,危害
稻瘿蚊,水稻,危害
稻粒黑粉病,水稻,危害
水稻一柱香病,水稻,危害
水稻橙叶病,水稻,危害
水稻茎线虫病,水稻,危害
台湾稻螟,水稻,危害
台湾稻螟,甘蔗,危害
台湾稻螟,高粱,危害
台湾稻螟,玉米,危害
褐边螟,水稻,危害
褐边螟,鸭舌草,危害
褐边螟,荆三棱,危害
水稻黑条矮缩病,水稻,危害
水稻黑条矮缩病,玉米,危害
水稻黑条矮缩病,大麦,危害
水稻黑条矮缩病,小麦,危害
水稻黑条矮缩病,高粱,危害
水稻黑条矮缩病,稗子,危害
水稻黑条矮缩病,旱燕禾,危害
水稻黑条矮缩病,看麦娘,危害
水稻黑条矮缩病,野燕麦,危害
水稻黑条矮缩病,狗尾草,危害
水稻黑条矮缩病,马唐,危害
水稻干尖线虫病,水稻,危害
水稻干尖线虫病,谷子,危害
水稻干尖线虫病,草莓,危害
水稻干尖线虫病,狗尾草,危害
水稻干尖线虫病,风车草,危害
三化螟,水稻,危害
稻纵卷叶螟,麦类,危害
稻纵卷叶螟,甘庶,危害
稻纵卷叶螟,稗草,危害
稻纵卷叶螟,马唐,危害
稻纵卷叶螟,游草,危害
显纹稻纵卷叶螟,水稻,危害
稻眼蝶,茭白,危害
稻眼蝶,甘蔗,危害
稻眼蝶,竹子,危害
稻褐眼蝶,甘蔗,危害
稻切叶野螟,水稻,危害
稻切叶野螟,甘蔗,危害
稻切叶野螟,楠竹,危害
稻金翅夜蛾,水稻,危害
稻金翅夜蛾,小麦,危害
稻金翅夜蛾,稗草,危害
稻金翅夜蛾,看麦娘,危害
稻金翅夜蛾,三棱草,危害
直纹稻弄蝶,水稻,危害
直纹稻弄蝶,玉米,危害
直纹稻弄蝶,高粱,危害
直纹稻弄蝶,茭白,危害
直纹稻弄蝶,大麦,危害
直纹稻弄蝶,小麦,危害
直纹稻弄蝶,李氏禾,危害
直纹稻弄蝶,稗草,危害
稻秆潜蝇,水稻,危害
稻秆潜蝇,小麦,危害
稻秆潜蝇,大麦,危害
稻秆潜蝇,麦娘,危害
稻秆潜蝇,游草,危害
稻秆潜蝇,稗草,危害
稻秆潜蝇,棒头草,危害
稻潜叶蝇,水稻,危害
稻黑蝽,水稻,危害
稻黑蝽,小麦,危害
稻黑蝽,玉米,危害
稻黑蝽,甘蔗,危害
稻黑蝽,豆类,危害
稻黑蝽,谷子,危害
稻黑蝽,茭白,危害
稻黑蝽,茅草,危害
稻黑蝽,稗草,危害
稻黑蝽,马唐,危害
大稻缘蝽,水稻,危害
大稻缘蝽,玉米,危害
大稻缘蝽,豆类,危害
大稻缘蝽,小麦,危害
大稻缘蝽,甘蔗,危害
灰飞虱,早熟禾,危害
灰飞虱,千金子,危害
灰飞虱,看麦娘,危害
电光叶蝉,水稻,危害
电光叶蝉,玉米,危害
电光叶蝉,高粱,危害
电光叶蝉,甘蔗,危害
电光叶蝉,小麦,危害
电光叶蝉,大麦,危害
白翅叶蝉,水稻,危害
白翅叶蝉,大麦,危害
白翅叶蝉,小麦,危害
白翅叶蝉,甘蔗,危害
白翅叶蝉,玉米,危害
白翅叶蝉,茭白,危害
稻赤斑沫蝉,水稻,危害
稻赤斑沫蝉,玉米,危害
稻赤斑沫蝉,高粱,危害
稻赤斑沫蝉,甘蔗,危害
稻赤斑沫蝉,黄豆,危害
稻赤斑沫蝉,禾木,危害
稻赤斑沫蝉,杂草,危害
稻蓟马,水稻,危害
稻蓟马,大麦,危害
稻蓟马,小麦,危害
稻蓟马,玉米,危害
稻蓟马,甘蔗,危害
稻蓟马,看麦娘,危害
稻蓟马,游草,危害
稻蓟马,双穗雀稗,危害
稻管蓟马,禾谷类,危害
稻筒水螟,水稻,危害
稻筒水螟,睡莲,危害
长翅稻蝗,水稻,危害
长翅稻蝗,玉米,危害
长翅稻蝗,甘蔗,危害
长翅稻蝗,小米,危害
水稻负泥虫,水稻,危害
水稻负泥虫,游草,危害
水稻负泥虫,茭白,危害
水稻负泥虫,芦苇,危害
水稻负泥虫,马唐,危害
水稻负泥虫,双穗雀稗,危害
水稻负泥虫,甜茅,危害
稻铁甲虫,水稻,危害
稻铁甲虫,麦类,危害
稻铁甲虫,甘蔗,危害
稻铁甲虫,茭白,危害
稻铁甲虫,芦草,危害
稻水象甲,水稻,危害
稻水象甲,茭白,危害
稻水象甲,玉米,危害
稻水象甲,甘蔗,危害
稻水象甲,小麦,危害
稻水象甲,大麦,危害
稻水象甲,牧草,危害
稻水象甲,禾本,危害
稻象甲,水稻,危害
稻象甲,棉花,危害
稻象甲,瓜类,危害
稻象甲,甘薯,危害
稻象甲,番茄,危害
稻象甲,麦类,危害
稻象甲,玉米,危害
福寿螺,水稻,危害
福寿螺,茭白,危害
福寿螺,菱角,危害
福寿螺,甘薯,危害
福寿螺,空心菜,危害
福寿螺,芡实,危害
稻水螟,水稻,危害
稻水螟,看麦娘,危害
稻水螟,眼子菜,危害
长腿水叶甲,稻根,危害
长腿水叶甲,英白,危害
长腿水叶甲,矮慈姑,危害
长腿水叶甲,莲藕,危害
长腿水叶甲,眼子菜,危害
长腿水叶甲,鸭舌草,危害
菲岛毛眼水蝇,水稻,危害
菲岛毛眼水蝇,茭白,危害
菲岛毛眼水蝇,野英,危害
菲岛毛眼水蝇,李氏禾,危害
大绿蝽,柑橘类,危害
大绿蝽,苹果,危害
大绿蝽,沙果,危害
大绿蝽,水稻,危害
大绿蝽,高粱,危害
大绿蝽,玉米,危害
大绿蝽,甘蔗,危害
二星蝽,麦类,危害
二星蝽,水稻,危害
二星蝽,棉花,危害
二星蝽,大豆,危害
二星蝽,胡麻,危害
二星蝽,高粱,危害
二星蝽,玉米,危害
二星蝽,甘薯,危害
二星蝽,茄子,危害
二星蝽,无花果,危害
长肩棘缘蝽,玉米,危害
长肩棘缘蝽,水稻,危害
小麦全蚀病,小麦,危害
小麦炭疽病,大麦,危害
小麦炭疽病,燕麦,危害
小麦炭疽病,黑麦,危害
小麦炭疽病,玉米,危害
小麦炭疽病,高粱,危害
小麦秆锈病,小麦,危害
小麦秆锈病,大麦,危害
小麦雪霉叶枯病,小麦,危害
小麦雪霉叶枯病,大麦,危害
小麦雪霉叶枯病,黑麦,危害
小麦雪霉叶枯病,燕麦,危害
小麦白秆病,黑麦,危害
小麦蠕孢叶斑根腐病,小麦,危害
小麦蠕孢叶斑根腐病,大麦,危害
小麦蠕孢叶斑根腐病,燕麦,危害
小麦蠕孢叶斑根腐病,黑麦,危害
小麦蠕孢叶斑根腐病,冰草,危害
小麦蠕孢叶斑根腐病,高粱,危害
小麦蠕孢叶斑根腐病,狗尾草,危害
小麦蠕孢叶斑根腐病,看麦娘,危害
小麦腥黑穗病,小麦,危害
小麦麦角病,黑麦,危害
小麦禾谷胞囊线虫病,禾本,危害
小麦禾谷胞囊线虫病,小麦,危害
小麦禾谷胞囊线虫病,大麦,危害
小麦禾谷胞囊线虫病,燕麦,危害
小麦禾谷胞囊线虫病,黑麦,危害
小麦禾谷胞囊线虫病,杂草,危害
大麦麦角病,大麦,危害
